Country,Year,Unit Code,Salary,Exchange Rate
Israel,2004,ILS,19410.56609014212,5.756532
Israel,2005,ILS,20681.5941012168,5.500253
Israel,2006,ILS,21550.161875259855,5.551188
Israel,2007,ILS,21110.025142288778,5.79104
Israel,2008,ILS,24221.58790309208,5.192269
Israel,2009,ILS,22522.03812610677,5.551629
Israel,2010,ILS,26842.18620835496,4.785564
Israel,2011,ILS,26783.99516354587,4.975546
Israel,2012,ILS,27907.737403091953,4.940637
Israel,2013,ILS,29199.699487801034,4.81844
Israel,2014,ILS,29128.57306045873,4.876037
Israel,2015,ILS,34414.11304797061,4.237157
Israel,2016,ILS,37197.03010702326,4.048092
Israel,2017,ILS,37381.54282118441,4.161947
Israel,2018,ILS,37962.138003672175,4.263959
Israel,2019,ILS,42775.48667874888,3.893328
Israel,2020,ILS,42255.10754420314,3.941914
Israel,2021,ILS,50652.266044861775,3.508778
Israel,2022,ILS,50793.82278959392,3.623978
Slovenia,2000,EUR,11312.0725721231,1.0
Slovenia,2001,EUR,12663.1787655059,1.0
Slovenia,2002,EUR,13650.7990138477,1.0
Slovenia,2003,EUR,14665.5104328727,1.0
Slovenia,2004,EUR,15839.1752488425,1.0
Slovenia,2005,EUR,16800.0,1.0
Slovenia,2006,EUR,17764.0,1.0
Slovenia,2007,EUR,18896.0,1.0
Slovenia,2008,EUR,20255.0,1.0
Slovenia,2009,EUR,20628.0,1.0
Slovenia,2010,EUR,21516.0,1.0
Slovenia,2011,EUR,21836.0,1.0
Slovenia,2012,EUR,21540.0,1.0
Slovenia,2013,EUR,21642.0,1.0
Slovenia,2014,EUR,21981.0,1.0
Slovenia,2015,EUR,22324.0,1.0
Slovenia,2016,EUR,23087.0,1.0
Slovenia,2017,EUR,23869.0,1.0
Slovenia,2018,EUR,24778.0,1.0
Slovenia,2019,EUR,25849.0,1.0
Slovenia,2020,EUR,26551.0,1.0
Slovenia,2021,EUR,28521.3510441474,1.0
Slovenia,2022,EUR,29789.5418205264,1.0
Estonia,2000,EUR,4116.87920294707,1.0
Estonia,2001,EUR,4529.34128940582,1.0
Estonia,2002,EUR,4955.47882616325,1.0
Estonia,2003,EUR,5526.27137399453,1.0
Estonia,2004,EUR,6182.58888687774,1.0
Estonia,2005,EUR,6837.0,1.0
Estonia,2006,EUR,7864.0,1.0
Estonia,2007,EUR,9867.0,1.0
Estonia,2008,EUR,10800.0,1.0
Estonia,2009,EUR,10401.0,1.0
Estonia,2010,EUR,10742.0,1.0
Estonia,2011,EUR,11020.0,1.0
Estonia,2012,EUR,11621.0,1.0
Estonia,2013,EUR,12272.0,1.0
Estonia,2014,EUR,13033.0,1.0
Estonia,2015,EUR,13576.0,1.0
Estonia,2016,EUR,14457.0,1.0
Estonia,2017,EUR,15415.0,1.0
Estonia,2018,EUR,16970.0,1.0
Estonia,2019,EUR,18318.0,1.0
Estonia,2020,EUR,19338.0,1.0
Estonia,2021,EUR,21321.8177724066,1.0
Estonia,2022,EUR,23119.4366659027,1.0
Australia,2000,AUD,46379.411428314466,1.62192
Australia,2001,AUD,44054.67076196171,1.724515
Australia,2002,AUD,42584.522899719625,1.80044
Australia,2003,AUD,47036.10020519862,1.653553
Australia,2004,AUD,45543.37046239217,1.761362
Australia,2005,AUD,51230.28693859361,1.584102
Australia,2006,AUD,48431.64846733189,1.687058
Australia,2007,AUD,50406.35273278593,1.665425
Australia,2008,AUD,41672.318502095084,2.027365
Australia,2009,AUD,56987.015073844064,1.468703
Australia,2010,AUD,65471.87731635573,1.323469
Australia,2011,AUD,68371.1581522308,1.308973
Australia,2012,AUD,72811.44271008833,1.237539
Australia,2013,AUD,58328.36642656704,1.540194
Australia,2014,AUD,59982.346651421794,1.511328
Australia,2015,AUD,58902.98470381791,1.529532
Australia,2016,AUD,63647.57535395392,1.41897
Australia,2017,AUD,57844.85310203714,1.55414
Australia,2018,AUD,57285.623243307746,1.575404
Australia,2019,AUD,56631.36855219114,1.615006
Australia,2020,AUD,58598.82358210292,1.607592
Australia,2021,AUD,59977.30824612761,1.578547
Australia,2022,AUD,59370.100177960034,1.561227
Austria,2000,EUR,44362.1427892733,1.0
Austria,2001,EUR,44219.9795440629,1.0
Austria,2002,EUR,44902.0471632229,1.0
Austria,2003,EUR,45009.777700247,1.0
Austria,2004,EUR,45861.3954645838,1.0
Austria,2005,EUR,46114.0,1.0
Austria,2006,EUR,46806.0,1.0
Austria,2007,EUR,47075.0,1.0
Austria,2008,EUR,47872.0,1.0
Austria,2009,EUR,48685.0,1.0
Austria,2010,EUR,48451.0,1.0
Austria,2011,EUR,47933.0,1.0
Austria,2012,EUR,48207.0,1.0
Austria,2013,EUR,48248.0,1.0
Austria,2014,EUR,48428.0,1.0
Austria,2015,EUR,48759.0,1.0
Austria,2016,EUR,49244.0,1.0
Austria,2017,EUR,49241.0,1.0
Austria,2018,EUR,49430.0,1.0
Austria,2019,EUR,49832.0,1.0
Austria,2020,EUR,49852.0,1.0
Austria,2021,EUR,50433.0,1.0
Austria,2022,EUR,49199.1124324615,1.0
Belgium,2000,EUR,48890.796319834,1.0
Belgium,2001,EUR,49039.7976668471,1.0
Belgium,2002,EUR,50305.8210787768,1.0
Belgium,2003,EUR,50605.6932051922,1.0
Belgium,2004,EUR,50340.2564308622,1.0
Belgium,2005,EUR,49862.0,1.0
Belgium,2006,EUR,50201.0,1.0
Belgium,2007,EUR,50108.0,1.0
Belgium,2008,EUR,50324.0,1.0
Belgium,2009,EUR,51026.0,1.0
Belgium,2010,EUR,50789.0,1.0
Belgium,2011,EUR,51310.0,1.0
Belgium,2012,EUR,51724.0,1.0
Belgium,2013,EUR,52237.0,1.0
Belgium,2014,EUR,52527.0,1.0
Belgium,2015,EUR,52171.0,1.0
Belgium,2016,EUR,52283.0,1.0
Belgium,2017,EUR,51917.0,1.0
Belgium,2018,EUR,52224.0,1.0
Belgium,2019,EUR,52719.0,1.0
Belgium,2020,EUR,51096.0,1.0
Belgium,2021,EUR,52575.0,1.0
Belgium,2022,EUR,52035.0680129385,1.0
Canada,2000,CAD,46593.826119775156,1.342027
Canada,2001,CAD,44361.76152055658,1.40376
Canada,2002,CAD,39027.49868768163,1.582759
Canada,2003,CAD,38284.789509521106,1.613962
Canada,2004,CAD,38915.47305833346,1.622112
Canada,2005,CAD,47182.48315170764,1.376549
Canada,2006,CAD,43810.22703394807,1.527657
Canada,2007,CAD,46147.59520619475,1.489005
Canada,2008,CAD,42072.174960557335,1.661906
Canada,2009,CAD,45425.704203305766,1.549233
Canada,2010,CAD,52871.484046310914,1.333422
Canada,2011,CAD,52710.23811916006,1.353608
Canada,2012,CAD,56141.163991704096,1.285937
Canada,2013,CAD,49882.94689399036,1.462584
Canada,2014,CAD,51294.93477093139,1.440922
Canada,2015,CAD,49298.22726074906,1.510318
Canada,2016,CAD,52288.947907196496,1.39693
Canada,2017,CAD,49012.05801289558,1.511526
Canada,2018,CAD,49648.81437387651,1.518143
Canada,2019,CAD,51490.81329508173,1.471311
Canada,2020,CAD,51375.612075973026,1.547602
Canada,2021,CAD,55636.78717516425,1.438958
Canada,2022,CAD,55231.76358418074,1.436894
Czechia,2000,CZK,8538.238867424969,34.83886
Czechia,2001,CZK,9526.986814396836,32.833465
Czechia,2002,CZK,10605.764660322802,31.27804
Czechia,2003,CZK,11080.027834246088,32.222045
Czechia,2004,CZK,12141.258948278486,30.730153
Czechia,2005,CZK,13196.058409815007,29.104903
Czechia,2006,CZK,14305.702322565474,27.923131
Czechia,2007,CZK,15770.565569723574,26.085431
Czechia,2008,CZK,15881.649139301446,26.041754
Czechia,2009,CZK,15965.622451605701,25.80056
Czechia,2010,CZK,16860.612621716653,25.182359
Czechia,2011,CZK,16761.89175381041,25.537213
Czechia,2012,CZK,16958.703233311513,25.287016
Czechia,2013,CZK,15513.72745112358,27.469994
Czechia,2014,CZK,15765.117719308453,27.602014
Czechia,2015,CZK,16564.07902343575,27.043218
Czechia,2016,CZK,17154.85022247037,27.034162
Czechia,2017,CZK,19020.55021499315,25.628491
Czechia,2018,CZK,19852.484244730833,25.855001
Czechia,2019,CZK,20942.876418907046,25.526866
Czechia,2020,CZK,19994.377091348815,26.352909
Czechia,2021,CZK,21195.598964836205,25.361397
Czechia,2022,CZK,20400.844574971827,24.319442
Denmark,2000,DKK,52052.50897428267,7.464151
Denmark,2001,DKK,52339.27001192801,7.467464
Denmark,2002,DKK,53732.62916359118,7.439466
Denmark,2003,DKK,54966.966556834275,7.451894
Denmark,2004,DKK,56346.50806294981,7.431238
Denmark,2005,DKK,57160.48623947023,7.451966
Denmark,2006,DKK,58058.5231156924,7.4603
Denmark,2007,DKK,58646.37027304468,7.467862
Denmark,2008,DKK,59519.16306206619,7.45575
Denmark,2009,DKK,61070.660335895285,7.442379
Denmark,2010,DKK,61662.21277855136,7.453787
Denmark,2011,DKK,61588.7061597597,7.423374
Denmark,2012,DKK,61136.53143252093,7.467123
Denmark,2013,DKK,61631.74462125601,7.458851
Denmark,2014,DKK,62948.63372676201,7.442179
Denmark,2015,DKK,63852.63091912268,7.466098
Denmark,2016,DKK,64169.5338791839,7.436956
Denmark,2017,DKK,64495.49801636531,7.444163
Denmark,2018,DKK,64806.94515152327,7.4642
Denmark,2019,DKK,65190.70523822314,7.472553
Denmark,2020,DKK,66456.47537727181,7.440524
Denmark,2021,DKK,66797.48866939984,7.436058
Denmark,2022,DKK,64397.30730513694,7.437585
Finland,2000,EUR,38781.6453825753,1.0
Finland,2001,EUR,38985.6415124217,1.0
Finland,2002,EUR,39195.0846632984,1.0
Finland,2003,EUR,39939.9823234392,1.0
Finland,2004,EUR,41244.246155485,1.0
Finland,2005,EUR,42127.0,1.0
Finland,2006,EUR,42999.0,1.0
Finland,2007,EUR,43573.0,1.0
Finland,2008,EUR,43946.0,1.0
Finland,2009,EUR,44325.0,1.0
Finland,2010,EUR,44938.0,1.0
Finland,2011,EUR,44951.0,1.0
Finland,2012,EUR,44987.0,1.0
Finland,2013,EUR,44537.0,1.0
Finland,2014,EUR,44522.0,1.0
Finland,2015,EUR,44871.0,1.0
Finland,2016,EUR,45265.0,1.0
Finland,2017,EUR,45005.0,1.0
Finland,2018,EUR,45337.0,1.0
Finland,2019,EUR,45804.0,1.0
Finland,2020,EUR,46002.0,1.0
Finland,2021,EUR,47527.0,1.0
Finland,2022,EUR,46671.6448874915,1.0
France,2000,EUR,34537.094843516,1.0
France,2001,EUR,34754.2118670303,1.0
France,2002,EUR,35692.1628706383,1.0
France,2003,EUR,35983.4765981472,1.0
France,2004,EUR,36570.1542448861,1.0
France,2005,EUR,37011.0,1.0
France,2006,EUR,37424.0,1.0
France,2007,EUR,37561.0,1.0
France,2008,EUR,37489.0,1.0
France,2009,EUR,38682.0,1.0
France,2010,EUR,39462.0,1.0
France,2011,EUR,39392.0,1.0
France,2012,EUR,39647.0,1.0
France,2013,EUR,39981.0,1.0
France,2014,EUR,40256.0,1.0
France,2015,EUR,40640.0,1.0
France,2016,EUR,41110.0,1.0
France,2017,EUR,41680.0,1.0
France,2018,EUR,41627.0,1.0
France,2019,EUR,42029.0,1.0
France,2020,EUR,39956.0,1.0
France,2021,EUR,41531.0,1.0
France,2022,EUR,41705.6523785286,1.0
Germany,2000,EUR,39598.6685392586,1.0
Germany,2001,EUR,39887.6493958997,1.0
Germany,2002,EUR,40122.0187357699,1.0
Germany,2003,EUR,40255.3869460989,1.0
Germany,2004,EUR,40250.1802856725,1.0
Germany,2005,EUR,40396.0,1.0
Germany,2006,EUR,40388.0,1.0
Germany,2007,EUR,40265.0,1.0
Germany,2008,EUR,40445.0,1.0
Germany,2009,EUR,40454.0,1.0
Germany,2010,EUR,40808.0,1.0
Germany,2011,EUR,41631.0,1.0
Germany,2012,EUR,42186.0,1.0
Germany,2013,EUR,42584.0,1.0
Germany,2014,EUR,43298.0,1.0
Germany,2015,EUR,44293.0,1.0
Germany,2016,EUR,44972.0,1.0
Germany,2017,EUR,45445.0,1.0
Germany,2018,EUR,46082.0,1.0
Germany,2019,EUR,46839.0,1.0
Germany,2020,EUR,46513.0,1.0
Germany,2021,EUR,46499.0,1.0
Germany,2022,EUR,45457.1888504274,1.0
Greece,2000,EUR,18550.87597475,1.0
Greece,2001,EUR,19174.4003483528,1.0
Greece,2002,EUR,20917.9396079305,1.0
Greece,2003,EUR,21839.3506686366,1.0
Greece,2004,EUR,22239.8658412861,1.0
Greece,2005,EUR,22166.0,1.0
Greece,2006,EUR,22429.0,1.0
Greece,2007,EUR,22433.0,1.0
Greece,2008,EUR,22086.0,1.0
Greece,2009,EUR,23129.0,1.0
Greece,2010,EUR,22073.0,1.0
Greece,2011,EUR,20672.0,1.0
Greece,2012,EUR,19469.0,1.0
Greece,2013,EUR,18197.0,1.0
Greece,2014,EUR,18122.0,1.0
Greece,2015,EUR,18300.0,1.0
Greece,2016,EUR,17880.0,1.0
Greece,2017,EUR,17994.0,1.0
Greece,2018,EUR,17164.0,1.0
Greece,2019,EUR,17193.0,1.0
Greece,2020,EUR,17275.0,1.0
Greece,2021,EUR,17220.0,1.0
Greece,2022,EUR,16173.7807839191,1.0
Hungary,2000,HUF,12621.903988947066,265.693784
Hungary,2001,HUF,14544.316655902792,248.101795
Hungary,2002,HUF,16015.007714527082,236.58013
Hungary,2003,HUF,15545.866281536513,263.232535
Hungary,2004,HUF,17652.41943860901,248.007756
Hungary,2005,HUF,17963.12883819163,254.46391
Hungary,2006,HUF,18348.36083666821,253.969444
Hungary,2007,HUF,18300.039769793442,252.747101
Hungary,2008,HUF,17685.23787392012,265.175455
Hungary,2009,HUF,16192.378574747634,273.071864
Hungary,2010,HUF,16156.449822070485,277.295758
Hungary,2011,HUF,14897.702642760516,304.61784
Hungary,2012,HUF,15522.583045955345,282.616172
Hungary,2013,HUF,14335.631966574827,302.898401
Hungary,2014,HUF,13908.44322107834,308.110184
Hungary,2015,HUF,13587.999171500225,317.822657
Hungary,2016,HUF,13866.585643585306,314.261067
Hungary,2017,HUF,14890.27652030525,313.822849
Hungary,2018,HUF,15176.329589371218,322.991338
Hungary,2019,HUF,15371.518554608965,329.5219
Hungary,2020,HUF,14535.56044742098,354.218884
Hungary,2021,HUF,14519.378744088104,365.854772
Hungary,2022,HUF,12816.380314786918,414.646329
Ireland,2000,EUR,38401.824156971,1.0
Ireland,2001,EUR,39920.4389870797,1.0
Ireland,2002,EUR,40353.6428512766,1.0
Ireland,2003,EUR,41667.6572692341,1.0
Ireland,2004,EUR,43147.4258973094,1.0
Ireland,2005,EUR,44948.0,1.0
Ireland,2006,EUR,45326.0,1.0
Ireland,2007,EUR,46610.0,1.0
Ireland,2008,EUR,48760.0,1.0
Ireland,2009,EUR,53372.0,1.0
Ireland,2010,EUR,53529.0,1.0
Ireland,2011,EUR,52760.0,1.0
Ireland,2012,EUR,52297.0,1.0
Ireland,2013,EUR,51024.0,1.0
Ireland,2014,EUR,50778.0,1.0
Ireland,2015,EUR,50777.0,1.0
Ireland,2016,EUR,51298.0,1.0
Ireland,2017,EUR,51893.0,1.0
Ireland,2018,EUR,52574.0,1.0
Ireland,2019,EUR,53382.0,1.0
Ireland,2020,EUR,54398.0,1.0
Ireland,2021,EUR,53951.0,1.0
Ireland,2022,EUR,52970.7845745509,1.0
Italy,2000,EUR,31807.9745062168,1.0
Italy,2001,EUR,32035.0072107417,1.0
Italy,2002,EUR,31808.3372037819,1.0
Italy,2003,EUR,31722.5893651486,1.0
Italy,2004,EUR,32329.5720733091,1.0
Italy,2005,EUR,32766.0,1.0
Italy,2006,EUR,32972.0,1.0
Italy,2007,EUR,32959.0,1.0
Italy,2008,EUR,32914.0,1.0
Italy,2009,EUR,33167.0,1.0
Italy,2010,EUR,33451.0,1.0
Italy,2011,EUR,32915.0,1.0
Italy,2012,EUR,31871.0,1.0
Italy,2013,EUR,31975.0,1.0
Italy,2014,EUR,32099.0,1.0
Italy,2015,EUR,32379.0,1.0
Italy,2016,EUR,32636.0,1.0
Italy,2017,EUR,32426.0,1.0
Italy,2018,EUR,32468.0,1.0
Italy,2019,EUR,32630.0,1.0
Italy,2020,EUR,31075.0,1.0
Italy,2021,EUR,32279.0,1.0
Italy,2022,EUR,31529.6786593719,1.0
Japan,2000,JPY,46066.484965515396,97.984308
Japan,2001,JPY,39498.01745697612,113.115265
Japan,2002,JPY,35043.64823526374,124.918672
Japan,2003,JPY,33102.17856975872,132.358717
Japan,2004,JPY,31964.49752633045,139.358913
Japan,2005,JPY,31858.553404868962,143.419161
Japan,2006,JPY,29442.817033446514,155.093991
Japan,2007,JPY,27681.395833795785,164.521364
Japan,2008,JPY,37267.44428494125,121.220145
Japan,2009,JPY,34057.78349961186,130.745179
Japan,2010,JPY,40278.165025786075,110.903662
Japan,2011,JPY,44174.27610282008,102.744253
Japan,2012,JPY,41179.913020156346,108.380972
Japan,2013,JPY,31444.451194103032,142.048337
Japan,2014,JPY,29645.782217702566,147.953357
Japan,2015,JPY,32790.04109813058,133.117247
Japan,2016,JPY,36153.37864349616,122.38314
Japan,2017,JPY,33260.520450938166,133.357354
Japan,2018,JPY,34816.75773017381,128.843416
Japan,2019,JPY,37121.275987888526,122.390378
Japan,2020,JPY,35842.84245867685,125.975221
Japan,2021,JPY,35677.136923684295,128.390067
Japan,2022,JPY,31201.175223759372,144.950132
Korea,2000,KRW,29344.133005755066,1044.538861
Korea,2001,KRW,27834.12950963311,1139.372278
Korea,2002,KRW,26688.625264765098,1229.138129
Korea,2003,KRW,23351.72827761322,1456.687567
Korea,2004,KRW,24838.666164240967,1400.384444
Korea,2005,KRW,29037.9851889338,1234.818868
Korea,2006,KRW,29700.61891804078,1222.821521
Korea,2007,KRW,27235.153259111634,1362.362262
Korea,2008,KRW,20185.959026444623,1832.635643
Korea,2009,KRW,21759.84030236399,1708.893424
Korea,2010,KRW,25018.005868940192,1509.684153
Korea,2011,KRW,25207.60952206404,1517.980591
Korea,2012,KRW,26899.886845340112,1401.581695
Korea,2013,KRW,26724.05090729578,1446.404781
Korea,2014,KRW,28182.162393653558,1374.439032
Korea,2015,KRW,30659.09800063607,1298.508521
Korea,2016,KRW,33048.930655424134,1239.921752
Korea,2017,KRW,32739.43970796527,1281.07229
Korea,2018,KRW,33914.32639383891,1279.306789
Korea,2019,KRW,34272.86897782561,1309.397297
Korea,2020,KRW,34718.58449058375,1322.338473
Korea,2021,KRW,34971.931083232,1335.848309
Korea,2022,KRW,33757.582381496846,1377.677456
Luxembourg,2000,EUR,62069.4480843888,1.0
Luxembourg,2001,EUR,62460.908024652,1.0
Luxembourg,2002,EUR,63741.1465428735,1.0
Luxembourg,2003,EUR,63285.4948622058,1.0
Luxembourg,2004,EUR,64002.4231696664,1.0
Luxembourg,2005,EUR,64312.0,1.0
Luxembourg,2006,EUR,65202.0,1.0
Luxembourg,2007,EUR,66966.0,1.0
Luxembourg,2008,EUR,66618.0,1.0
Luxembourg,2009,EUR,68693.0,1.0
Luxembourg,2010,EUR,68708.0,1.0
Luxembourg,2011,EUR,69087.0,1.0
Luxembourg,2012,EUR,68375.0,1.0
Luxembourg,2013,EUR,69207.0,1.0
Luxembourg,2014,EUR,70410.0,1.0
Luxembourg,2015,EUR,70777.0,1.0
Luxembourg,2016,EUR,70557.0,1.0
Luxembourg,2017,EUR,71446.0,1.0
Luxembourg,2018,EUR,71777.0,1.0
Luxembourg,2019,EUR,71911.0,1.0
Luxembourg,2020,EUR,72336.0,1.0
Luxembourg,2021,EUR,76376.0,1.0
Luxembourg,2022,EUR,75691.17737706,1.0
Netherlands,2000,EUR,49661.9618871318,1.0
Netherlands,2001,EUR,50398.8567344509,1.0
Netherlands,2002,EUR,50555.181530048,1.0
Netherlands,2003,EUR,50911.9361113351,1.0
Netherlands,2004,EUR,51712.7842182461,1.0
Netherlands,2005,EUR,51713.0,1.0
Netherlands,2006,EUR,51600.0,1.0
Netherlands,2007,EUR,52319.0,1.0
Netherlands,2008,EUR,52637.0,1.0
Netherlands,2009,EUR,54850.0,1.0
Netherlands,2010,EUR,54795.0,1.0
Netherlands,2011,EUR,54552.0,1.0
Netherlands,2012,EUR,54735.0,1.0
Netherlands,2013,EUR,54898.0,1.0
Netherlands,2014,EUR,54604.0,1.0
Netherlands,2015,EUR,55267.0,1.0
Netherlands,2016,EUR,55490.0,1.0
Netherlands,2017,EUR,55096.0,1.0
Netherlands,2018,EUR,54497.0,1.0
Netherlands,2019,EUR,54116.0,1.0
Netherlands,2020,EUR,55533.0,1.0
Netherlands,2021,EUR,54754.0,1.0
Netherlands,2022,EUR,52276.7067505389,1.0
Norway,2000,NOK,54766.295983993004,8.087461
Norway,2001,NOK,56708.44028619398,8.028883
Norway,2002,NOK,64278.57159713025,7.346362
Norway,2003,NOK,58329.10860100975,8.202516
Norway,2004,NOK,60180.20478873505,8.218003
Norway,2005,NOK,63875.31429389162,7.96627
Norway,2006,NOK,64986.594555268486,8.142587
Norway,2007,NOK,69424.4952257964,7.96049
Norway,2008,NOK,61064.88489643687,9.240548
Norway,2009,NOK,67502.68183021992,8.446657
Norway,2010,NOK,72755.26081326068,7.939742
Norway,2011,NOK,77829.41724742089,7.682969
Norway,2012,NOK,83642.50561221558,7.343802
Norway,2013,NOK,73726.37395531994,8.502005
Norway,2014,NOK,68908.52626679564,9.137563
Norway,2015,NOK,66276.64856885778,9.547933
Norway,2016,NOK,69391.3126830013,8.97193
Norway,2017,NOK,63390.65285662735,9.796255
Norway,2018,NOK,64001.532034769065,9.749126
Norway,2019,NOK,62814.75601718289,10.113786
Norway,2020,NOK,59641.74766916899,10.68074
Norway,2021,NOK,64628.75372942,10.119536
Norway,2022,NOK,62077.406986925016,10.524224
Poland,2000,PLN,12655.41390512826,3.855597
Poland,2001,PLN,14178.143555960356,3.63703
Poland,2002,PLN,12901.305957430413,3.982994
Poland,2003,PLN,11135.192022081452,4.6714
Poland,2004,PLN,12073.474277517971,4.214068
Poland,2005,PLN,13170.320251303892,3.847135
Poland,2006,PLN,13361.687101602574,3.817482
Poland,2007,PLN,14687.850419346187,3.586774
Poland,2008,PLN,13985.257303562083,3.964675
Poland,2009,PLN,13431.270590248332,4.126043
Poland,2010,PLN,14320.172982444725,4.026767
Poland,2011,PLN,12798.296768190035,4.530681
Poland,2012,PLN,14007.533980241475,4.099294
Poland,2013,PLN,13890.23174956611,4.178476
Poland,2014,PLN,14184.493754665245,4.185204
Poland,2015,PLN,13930.516408703894,4.367103
Poland,2016,PLN,14396.084858339782,4.448779
Poland,2017,PLN,15839.589231341308,4.208695
Poland,2018,PLN,16524.873761205366,4.29147
Poland,2019,PLN,17557.003872762165,4.287121
Poland,2020,PLN,17230.294429101592,4.446877
Poland,2021,PLN,16499.050937632055,4.619296
Poland,2022,PLN,16143.442818981179,4.691758
Portugal,2000,EUR,19720.6052949358,1.0
Portugal,2001,EUR,19799.7976216954,1.0
Portugal,2002,EUR,19791.2663575594,1.0
Portugal,2003,EUR,19745.6713593189,1.0
Portugal,2004,EUR,19771.8847721079,1.0
Portugal,2005,EUR,19664.0,1.0
Portugal,2006,EUR,19237.0,1.0
Portugal,2007,EUR,19365.0,1.0
Portugal,2008,EUR,19301.0,1.0
Portugal,2009,EUR,20193.0,1.0
Portugal,2010,EUR,20111.0,1.0
Portugal,2011,EUR,19622.0,1.0
Portugal,2012,EUR,18779.0,1.0
Portugal,2013,EUR,19135.0,1.0
Portugal,2014,EUR,18806.0,1.0
Portugal,2015,EUR,18749.0,1.0
Portugal,2016,EUR,18667.0,1.0
Portugal,2017,EUR,18739.0,1.0
Portugal,2018,EUR,19048.0,1.0
Portugal,2019,EUR,19788.0,1.0
Portugal,2020,EUR,19928.0,1.0
Portugal,2021,EUR,20430.0,1.0
Portugal,2022,EUR,20323.3009824094,1.0
Slovak Republic,2000,EUR,10763.4855241763,1.0
Slovak Republic,2001,EUR,10764.1065607924,1.0
Slovak Republic,2002,EUR,11318.9409697129,1.0
Slovak Republic,2003,EUR,11537.554060037,1.0
Slovak Republic,2004,EUR,11703.898821573,1.0
Slovak Republic,2005,EUR,12423.0,1.0
Slovak Republic,2006,EUR,12853.0,1.0
Slovak Republic,2007,EUR,13642.0,1.0
Slovak Republic,2008,EUR,13781.0,1.0
Slovak Republic,2009,EUR,14251.0,1.0
Slovak Republic,2010,EUR,14877.0,1.0
Slovak Republic,2011,EUR,14746.0,1.0
Slovak Republic,2012,EUR,14561.0,1.0
Slovak Republic,2013,EUR,14674.0,1.0
Slovak Republic,2014,EUR,14968.0,1.0
Slovak Republic,2015,EUR,15557.0,1.0
Slovak Republic,2016,EUR,16050.0,1.0
Slovak Republic,2017,EUR,16526.0,1.0
Slovak Republic,2018,EUR,16993.0,1.0
Slovak Republic,2019,EUR,17548.0,1.0
Slovak Republic,2020,EUR,17775.0,1.0
Slovak Republic,2021,EUR,18100.0,1.0
Slovak Republic,2022,EUR,17256.4280558476,1.0
Spain,2000,EUR,29228.5836861278,1.0
Spain,2001,EUR,29075.6293591464,1.0
Spain,2002,EUR,29221.373920608,1.0
Spain,2003,EUR,29072.772258347,1.0
Spain,2004,EUR,28702.7647697715,1.0
Spain,2005,EUR,28827.0,1.0
Spain,2006,EUR,28689.0,1.0
Spain,2007,EUR,29000.0,1.0
Spain,2008,EUR,30025.0,1.0
Spain,2009,EUR,31914.0,1.0
Spain,2010,EUR,31612.0,1.0
Spain,2011,EUR,31048.0,1.0
Spain,2012,EUR,30178.0,1.0
Spain,2013,EUR,30181.0,1.0
Spain,2014,EUR,30088.0,1.0
Spain,2015,EUR,30538.0,1.0
Spain,2016,EUR,30367.0,1.0
Spain,2017,EUR,29972.0,1.0
Spain,2018,EUR,29871.0,1.0
Spain,2019,EUR,30193.0,1.0
Spain,2020,EUR,29771.0,1.0
Spain,2021,EUR,30190.0,1.0
Spain,2022,EUR,29113.2786476642,1.0
Sweden,2000,SEK,42270.82514018766,8.526906
Sweden,2001,SEK,38796.508481854726,9.397901
Sweden,2002,SEK,40517.83741167272,9.117048
Sweden,2003,SEK,41491.98252883852,8.977073
Sweden,2004,SEK,42761.43614814221,9.000635
Sweden,2005,SEK,41809.865532053416,9.437342
Sweden,2006,SEK,44821.950822744744,9.048736
Sweden,2007,SEK,44420.89130496994,9.43493
Sweden,2008,SEK,39819.088773478805,10.731009
Sweden,2009,SEK,41080.31980378725,10.43765
Sweden,2010,SEK,47569.51324942876,9.124016
Sweden,2011,SEK,48724.595371829244,9.041758
Sweden,2012,SEK,51891.53038795371,8.669488
Sweden,2013,SEK,50192.777046784104,9.060726
Sweden,2014,SEK,48901.990701729665,9.404975
Sweden,2015,SEK,49973.91539081851,9.342674
Sweden,2016,SEK,48641.499490051356,9.749021
Sweden,2017,SEK,48213.43959464277,9.887575
Sweden,2018,SEK,46351.45676421647,10.335166
Sweden,2019,SEK,46307.7454738754,10.451988
Sweden,2020,SEK,47848.64430809271,10.246539
Sweden,2021,SEK,48519.70240913444,10.245879
Sweden,2022,SEK,44324.640816028426,10.886845
Switzerland,2000,CHF,51376.49650667139,1.505863
Switzerland,2001,CHF,55354.4057947146,1.475613
Switzerland,2002,CHF,56391.8203296073,1.477602
Switzerland,2003,CHF,53437.83662029739,1.551268
Switzerland,2004,CHF,53617.97709841119,1.535111
Switzerland,2005,CHF,54191.174420873635,1.542539
Switzerland,2006,CHF,52620.809175264396,1.593153
Switzerland,2007,CHF,50876.01987424174,1.667485
Switzerland,2008,CHF,54156.021721086865,1.574691
Switzerland,2009,CHF,57523.62510143467,1.512057
Switzerland,2010,CHF,66623.34142344983,1.298704
Switzerland,2011,CHF,70584.63079725034,1.233753
Switzerland,2012,CHF,72912.85768645671,1.211501
Switzerland,2013,CHF,73205.67312058448,1.222255
Switzerland,2014,CHF,74583.40370550018,1.201943
Switzerland,2015,CHF,83365.31960528786,1.081193
